num_chars,num_words,num_unique_words,num_sentences,avg_sentence_length,avg_word_length,lexical_density,type_token_ratio,hapax_legomena,hapax_percentage,author,category,is_machado,file_name
33406,6327,1542,329,19.231003039513677,4.624507658643326,0.5439824945295405,0.337417943107221,1099,24.048140043763677,Machado de Assis,cr├┤nica,1,aquarelas.txt
102051,20880,3701,871,23.97244546498278,4.268139820378626,0.5702009433352717,0.2391290301738063,2184,14.111261872455902,Machado de Assis,poesia,1,americanas.txt
134255,27536,4234,1450,18.990344827586206,4.218530160155665,0.5706730529361872,0.2112458214838098,2439,12.168837000449034,Machado de Assis,poesia,1,dispersas.txt
42231,9012,2229,401,22.473815461346632,4.235168846972924,0.565257073319136,0.3390629753574688,1518,23.090964405232736,Machado de Assis,poesia,1,ocidentais.txt
100855,21091,3735,1165,18.103862660944205,4.238966489605875,0.5897435897435898,0.2449340940389534,2298,15.069840645288215,Machado de Assis,poesia,1,falenas.txt
72572,15133,2790,560,27.023214285714285,4.182547552510592,0.5558460290273145,0.251509961236816,1713,15.442170738303435,Machado de Assis,poesia,1,crisalidas.txt
117437,24694,4436,1114,22.166965888689408,4.305721946488676,0.5747618232643049,0.25306634719607507,2820,16.087626219407838,Machado de Assis,poesia,1,gazeta.txt
103721,20582,4076,669,30.765321375186847,4.337991885103368,0.5619887937141753,0.2625104656404972,2623,16.893153861016295,Machado de Assis,poesia,1,almada.txt
133884,27296,3890,1589,17.178099433606043,4.334394738215796,0.5256564180195229,0.20305893407109674,2320,12.110455708096257,Machado de Assis,conto,1,paginasRecolhidas.txt
174193,35429,4338,1945,18.21542416452442,4.316688876695148,0.5272399466959317,0.17002430038410285,2456,9.626087638159442,Machado de Assis,conto,1,reliquias.txt
259894,53253,5881,2837,18.77088473739866,4.323850506016416,0.5344914601429065,0.15621430658485405,3369,8.948920232687865,Machado de Assis,conto,1,variasHistorias.txt
334430,66478,5978,4725,14.069417989417989,4.3990089112911805,0.5276590314553691,0.12714009230311152,3300,7.018439354303579,Machado de Assis,conto,1,contosFluminenses.txt
302073,60705,6779,3074,19.747885491216657,4.391010976314269,0.5297978047371461,0.15664933564413633,3900,9.01213171577123,Machado de Assis,conto,1,historiasSemData.txt
246348,48272,5456,2728,17.6950146627566,4.419660214690221,0.5299354802355394,0.15372045192009692,3133,8.827092666159524,Machado de Assis,conto,1,historiasMeiaNoite.txt
328572,65222,7454,2893,22.544763221569305,4.422878372248742,0.532583104736808,0.16100395273991835,4304,9.296498693219863,Machado de Assis,conto,1,papeisAvulsos.txt
8805,1642,534,66,24.87878787878788,4.515798462852263,0.5029888983774552,0.4560204953031597,409,34.92741246797609,Machado de Assis,miscel├вnea,1,cartaBispoRJ.txt
21405,4221,1138,190,22.21578947368421,4.369424692954104,0.4987071751777634,0.367808661926309,860,27.79573367808662,Machado de Assis,miscel├вnea,1,quedaMulheres.txt
